user_id,end_date,label,launch_seq,playtime_seq,duration_prefer,father_id_score,cast_id_score,tag_score,device_type,device_ram,device_rom,sex,age,education,occupation_status,territory_score,interact_prefer,launch_seq_0,launch_seq_1,launch_seq_2,launch_seq_3,launch_seq_4,launch_seq_5,launch_seq_6,launch_seq_7,launch_seq_8,launch_seq_9,launch_seq_10,launch_seq_11,launch_seq_12,launch_seq_13,launch_seq_14,launch_seq_15,launch_seq_16,launch_seq_17,launch_seq_18,launch_seq_19,launch_seq_20,launch_seq_21,launch_seq_22,launch_seq_23,launch_seq_24,launch_seq_25,launch_seq_26,launch_seq_27,launch_seq_28,launch_seq_29,launch_seq_30,launch_seq_31,playtime_seq_0,playtime_seq_1,playtime_seq_2,playtime_seq_3,playtime_seq_4,playtime_seq_5,playtime_seq_6,playtime_seq_7,playtime_seq_8,playtime_seq_9,playtime_seq_10,playtime_seq_11,playtime_seq_12,playtime_seq_13,playtime_seq_14,playtime_seq_15,playtime_seq_16,playtime_seq_17,playtime_seq_18,playtime_seq_19,playtime_seq_20,playtime_seq_21,playtime_seq_22,playtime_seq_23,playtime_seq_24,playtime_seq_25,playtime_seq_26,playtime_seq_27,playtime_seq_28,playtime_seq_29,playtime_seq_30,playtime_seq_31,duration_prefer_0,duration_prefer_1,duration_prefer_2,duration_prefer_3,duration_prefer_4,duration_prefer_5,duration_prefer_6,duration_prefer_7,duration_prefer_8,duration_prefer_9,duration_prefer_10,duration_prefer_11,duration_prefer_12,duration_prefer_13,duration_prefer_14,duration_prefer_15,interact_prefer_0,interact_prefer_1,interact_prefer_2,interact_prefer_3,interact_prefer_4,interact_prefer_5,interact_prefer_6,interact_prefer_7,interact_prefer_8,interact_prefer_9,interact_prefer_10
10000010,111,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0877, 0, 0.8894]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.86132761,-1.074101434,-0.423810606,0.194953635,-0.769621033,-0.158390301,-0.955892108,-0.319111104,-0.544818495,0.746096096,-1.800161277,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877,0,0.8894,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000011,149,7,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 0.9999, 0.9905, 0.8284, 1.0, 0.997, 0.9998, 1.0, 0.9999, 0, 0.9998, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4198, 1.0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0286, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.56021449,1.880493517,0.337648207,0.194953635,1.099892727,-0.129612134,-0.955892108,1.975133756,-0.544818495,0.746096096,0.768834801,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.9999,0.9905,0.8284,1,0.997,0.9998,1,0.9999,0,0.9998,1,1,1,1,1,1,1,0.4198,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.0286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000012,120,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0.194953635,-0.825241345,-0.806366588,1.046141442,-1.466233533,2.05585043,0.746096096,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000013,196,0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0.048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.28646626,-0.700226854,-0.116709582,0.194953635,-0.760990295,-0.123574836,-0.955892108,-0.319111104,-0.544818495,0.746096096,-1.365420253,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000014,138,0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0.0803, 0.1715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0654, 0, 0, 0.0675, 0.0482, 0, 0, 0.6901, 0, 0, 0.0617, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.1667, 0.4167, 1.0, 0.25, 0.0833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.849892531,0,1.181688493,0.194953635,1.067767202,-0.181084997,-0.955892108,0.828011326,-0.544818495,0.746096096,-1.561886694,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0803,0.1715,0,0,0,0,0,0,0,0,0,0.0654,0,0,0.0675,0.0482,0,0,0.6901,0,0,0.0617,0,0,0,0,0,0,0,0.1667,0.4167,1,0.25,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000015,170,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0.194953635,1.121469572,-0.122732154,1.046141442,0.828011326,-0.544818495,0.746096096,-0.008327203,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000016,124,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0.194953635,1.099892727,-0.129612134,1.046141442,0.828011326,-0.544818495,0.746096096,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000017,172,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0479, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.145449506,-0.03334348,-0.103938074,0.194953635,0.175444784,-0.160237275,1.046141442,-1.466233533,-0.544818495,-1.340307702,-0.488707082,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000018,108,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9162, 0.0476, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.570380699,-1.341092144,-0.046379796,-2.04192478,-1.540633632,-0.700061676,1.046141442,0.828011326,-0.544818495,-1.340307702,0.732771611,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9162,0.0476,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000019,130,0,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0.9991, 0, 1.0, 0.9999, 0, 0, 0.9427, 0.2592, 0, 0, 0, 0, 0, 0.1123, 0, 0, 0, 0, 0, 0, 0.0896, 0.2917, 0, 0, 0.1198, 0, 0, 0.167, 0, 0]","[0.0, 0.0, 0.0, 0.0495, 0.1538, 0.8132, 1.0, 0.3846, 0.0165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1.249463806,-0.620114223,-0.026294855,0.194953635,-0.832433626,-0.834071201,1.046141442,0.828011326,-0.544818495,-1.340307702,-0.314862198,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.9991,0,1,0.9999,0,0,0.9427,0.2592,0,0,0,0,0,0.1123,0,0,0,0,0,0,0.0896,0.2917,0,0,0.1198,0,0,0.167,0,0,0,0,0,0.0495,0.1538,0.8132,1,0.3846,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000020,133,0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0.194953635,0.191267804,-0.148301204,1.046141442,0.828011326,2.05585043,-1.340307702,0.844663468,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
